Repo,RelativePath,EmDashCount,ExampleLine
"CoArena","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\payload\web\docs\scripttagger\index.html","1","<title>ScripTagger (pre-alpha) — Opename</title>"
"CoArena","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\payload\web\docs\scripttagger\methodology.html","1","<title>ScripTagger Methodology — Opename</title>"
"CoArena","docs\advice_bombs\batch_20251014_124554\.40_Spanky_ScripTagger_20251009_193224\transcripts\session.md","4","- `/docs/scripttagger/` — overview (summary-first; transcript optional)."
"CoArena","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\BPOE.md","1","- Default to **automerge (squash)**, **delete branch on merge**, and **rebase/merge commits disabled** — to keep history clean and reduce friction."
"CoArena","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\DEPENDENCIES.md","1","- Classic Branch Protection endpoints (public repos) — Rulesets require Pro/Org or public visibility."
"CoArena","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\GLOSSARY.md","1","- **BPOE**: Best Path of Effort — optimize process for speed with safe defaults."
"CoArena","docs\advice_bombs\batch_20251014_124554\.42_Spanky_RickGuard_20251009_194327\notes\RISKS.md","2","- Over-relaxing protections during launch could allow unwanted changes — mitigated by keeping Critical set locked."
"CoArena","docs\advice_bombs\batch_20251014_124554\.43_Spanky_GrandMigration_20251009_194020\payload\SESSION_PLAN_GrandMigration.md","1","# Grand Migration — Session Plan & Checklist"
"CoArena","docs\advice_bombs\batch_20251014_124554\.44c_Spanky_CoCivOutreach_20251009_201820\01_INSTRUCTION_BLOCK.md","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.44c_Spanky_CoCivOutreach_20251009_201820\01_INSTRUCTION_BLOCK.txt","2","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.45_Spanky_CoCorePlanning_20251009_201052\notes\INTENTIONS.md","1","- **Status:** Unfinished — pending Grand Migration completion."
"CoArena","docs\advice_bombs\batch_20251014_124554\.45_Spanky_CoCorePlanning_20251009_201052\transcripts\session.md","1","# Session Transcript (Condensed) — CoCore Planning Handoff"
"CoArena","docs\advice_bombs\batch_20251014_124554\.47_Spanky_RickPublicBridge_20251009_162406\payload\IdeaCard_Automated_RickPublic_Article_Suggestions.md","1","# Idea Card — Automated RickPublic Article Suggestions"
"CoArena","docs\advice_bombs\batch_20251014_124554\.48_Spanky_CoEvolutionDocs_20251009_202452\transcripts\session.md","1","# Session Transcript — CoEvolution of Documents (condensed)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.49_Spanky_CoCivium_20251009_202805\Spanky_CoCivium_20251009_202805\payload\IdeaCard_AI_Poetry_And_Gibberlink.md","1","**Abandoned** — would add governance/interpretation overhead during seed stage without clear ROI."
"CoArena","docs\advice_bombs\batch_20251014_124554\.49_Spanky_CoCivium_20251009_202805\Spanky_CoCivium_20251009_202805\summaries\SOURCES.md","1","- Attached request pack: `Spanky_Request_Pack_v2_2_2025-10-08.zip` — enumerated."
"CoArena","docs\advice_bombs\batch_20251014_124554\.49_Spanky_CoCivium_20251009_202805\Spanky_CoCivium_20251009_202805\transcripts\session.md","1","- AI poetry vs. human-only poetic canon and the *gibberlink* idea — proposed, evaluated, and intentionally abandoned to avoid governance overhead."
"CoArena","docs\advice_bombs\batch_20251014_124554\.5_Spanky_CoMap_20251007_215725\payload\CoMap_README.md","1","# CoMap — Navigate the Future. Map Your World."
"CoArena","docs\advice_bombs\batch_20251014_124554\.5_Spanky_CoMap_20251007_215725\summaries\SOURCES.md","4","# Spanky Request — v2.2 (Deep-Capture + Deprecations)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.5_Spanky_CoMap_20251007_215725\transcripts\session.md","1","# Session Transcript Digest — CoMap (Governance Radar / Spider Tool)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.50_Spanky_CoCiviumWP_20251009_204122\notes\DEPRECATED.md","2","- Seeding concepts/terms **without** independent usage — deprecated."
"CoArena","docs\advice_bombs\batch_20251014_124554\.50_Spanky_CoCiviumWP_20251009_204122\notes\INTENTIONS.md","3","- Independent sources (>=3 significant coverage) — **Unfinished**"
"CoArena","docs\advice_bombs\batch_20251014_124554\.50_Spanky_CoCiviumWP_20251009_204122\transcripts\session.md","1","# Session Transcript (Condensed) — CoCivium™ → Wikipedia"
"CoArena","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\notes\BPOE.md","1","# BPOE — Guardrails for Dual‑Face Delivery"
"CoArena","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\notes\DEPENDENCIES.md","1","- Static site generator (Jekyll/Hugo/Eleventy) — pluggable."
"CoArena","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\notes\WEBSITE_MANIFEST.md","6","- /index.jsonld — registry of datasets, APIs, schemas."
"CoArena","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\payload\IdeaCard_DualFace_Fallback.md","1","# Idea Card — Dual‑Face Sites & AI Beacon"
"CoArena","docs\advice_bombs\batch_20251014_124554\.51_Spanky_CoCiviumDualSite_20251009_163123\transcripts\session.md","1","# Transcript — CoCivium™ Dual‑Face Sites, Beaconing & CME"
"CoArena","docs\advice_bombs\batch_20251014_124554\.6_Spanky_CoCiviumFaiths_20251008_015909\notes\BPOE.md","1","# BPOE — Steward Merge & Main-First Policy"
"CoArena","docs\advice_bombs\batch_20251014_124554\.6_Spanky_CoCiviumFaiths_20251008_015909\notes\DEPRECATED.md","2","- Blocking pre-commit for graphics renders — replaced by CI."
"CoArena","docs\advice_bombs\batch_20251014_124554\.6_Spanky_CoCiviumFaiths_20251008_015909\transcripts\session.md","8","**Focus:** CoCivium™ — Faiths in Dialogue; CoRef indexing; Congruence Doctrine; CoRender + CI fallbacks; Godspawn Part 3 advice; main-landing audits; CoWrap."
"CoArena","docs\advice_bombs\batch_20251014_124554\.8_Spanky_CCSeedWrap_20251008_020133\summaries\SOURCES.md","1","- PR: #417 — CC seed docs."
"CoArena","docs\advice_bombs\batch_20251014_124554\.9_Spanky_BPOE-A1_20251008_000000\notes\BPOE.md","1","# BPOE (Block of Productive Execution) — Working Standard"
"CoArena","docs\advice_bombs\batch_20251014_124554\.9_Spanky_BPOE-A1_20251008_000000\transcripts\history.txt","23","CommandLine        : # DO — Build Spanky_BPOE-Packs-A1_20251007_000000.zip in Downloads"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\ETHICAL_ALIGNMENT.md","4","# Ethical Alignment — CoCivia Motives & Parity Framing"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\EVOLUTION_GOVERNANCE.md","5","- **L0 Observe** — metrics only"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\FUNCTIONAL_ARCHITECTURE.md","6","Make CoCache the *learning cortex* of CoSuite — sensing signals, reasoning about them, proposing improvements,"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\HUMAN_ATTRACTION.md","1","# Human Attraction — Front Porch vs Engine Room vs Sandbox"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\METRIC_FRAMEWORK.md","1","# Metric Framework — KPIs that matter"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\README.md","7","# CoCache Advice Bomb — CoEvolution + SelfEvolution System"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\ROADMAP.md","1","# Roadmap — 90 days + 12 months"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\payload\TLDR.md","1","# TL;DR — What to Do Next"
"CoArena","docs\advice_bombs\batch_20251014_124554\.a_Spanky_CoCache_CoEvoAdvice_20251014_161601\summaries\TLDR.md","1","# TL;DR — What to Do Next"
"CoArena","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\notes\GLOSSARY.md","3","- **Advice Bomb** — a structured, zip‑ready package that other sessions can ingest."
"CoArena","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\payload\ADVICE_AND_STRATEGY.md","1","# Advice & Strategy — Immediate, 2‑Week, and 6‑Week Moves"
"CoArena","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\payload\GENERIC_DEEP_ANALYSIS_PROMPT.txt","5","- `/summaries/TLDR.md` — 12–20 bullet executive summary."
"CoArena","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\payload\MAIN_SUMMARY.md","1","# CoSuite Session — Main Insights & Directions"
"CoArena","docs\advice_bombs\batch_20251014_124554\.b_Spanky_SessionSynthesis_20251014_161607\summaries\TLDR.md","1","# TL;DR — CoSuite Session Synthesis (Executive Read)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.d_Spanky_CoAgent_AdviceBomb_20251014_161901\payload\ROADMAP_OUTLINE.md","2","# CoAgent Advice Bomb — Comprehensive Roadmap Outline (Expanded)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.d_Spanky_CoAgent_AdviceBomb_20251014_161901\summaries\SESSION_SUMMARY.md","1","# Session Synthesis — CoAgent Advice Bomb (Executive Summary)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.e_Spanky_GateLetter_OAPP_20251014_162031\payload\ADVICE.md","1","# Advice — CoAgent & CoSuite"
"CoArena","docs\advice_bombs\batch_20251014_124554\.e_Spanky_GateLetter_OAPP_20251014_162031\payload\Gate-Letter_v1.7.2.md","2","# Gate Letter v1.7.2 — The Hinge Before Names (Pre-Contact • CoSym • loop-aware • no em dashes)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.e_Spanky_GateLetter_OAPP_20251014_162031\payload\SUMMARY.md","2","# Session Summary — Gate Letter & OAPP (Pre‑Contact, CoSym)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.f_Spanky_CoSuite-Summary_20251014_161916\Spanky_CoSuite-Summary_20251014_161916\summaries\SESSION_SUMMARY.md","1","# CoSuite Multi-Session Summary & Advice Bomb (v0.1) — 20251014_161916"
"CoArena","docs\advice_bombs\batch_20251014_124554\.g_Spanky_CoSuite_Summary_20251014_162309\Spanky_CoSuite_Summary_20251014_162309\payload\COAGENT\Advice.md","1","# CoAgent — Near-Term Advice (MVP3 window)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.g_Spanky_CoSuite_Summary_20251014_162309\Spanky_CoSuite_Summary_20251014_162309\payload\COMARKETING\Outreach_Plan.md","1","# Outreach Plan — Pybus Pattern (reusable)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.g_Spanky_CoSuite_Summary_20251014_162309\Spanky_CoSuite_Summary_20251014_162309\transcripts\session.md","1","# Session Synthesis — CoSuite (2025-10-14)"
"CoArena","docs\advice_bombs\batch_20251014_124554\.i_Spanky_SessionSummary_20251014_162328\payload\summary\SESSION_SUMMARY.md","4","# CoSuite Session Summary (Canonical) — 2025-10-14"
"CoArena","docs\advice_bombs\batch_20251014_124554\l_Spanky_CoSuiteSummary_20251014_180402\summaries\EXEC_SUMMARY.md","2","# CoSuite Reorg — Comprehensive Session Summary (generated 20251014_180402)"
"CoArena","docs\advice_bombs\batch_20251014_124554\m_Spanky_ExemplarCanon_20251014_181108\payload\README.md","1","# CoCivium™ Exemplar Canon — Advice Bomb (v0.1)"
"CoArena","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\_handoff\PR_BODY.md","1","This PR seeds **CoSteward (CoSteward)** — the Steward operating spine."
"CoArena","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\_handoff\README_FOR_REORG_SESSION.md","7","# Handoff — Repo Reorg Session (What To Do)"
"CoArena","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\.github\pull_request_template.md","1","## CoSteward Seed — Checklist"
"CoArena","docs\advice_bombs\batch_20251014_124554\n_AB_CoSteward_Spine_UPG_20251014_224344\AB_CoSteward_Spine_UPG_20251014_224344\README.md","1","# CoSteward (CoSteward) — Steward Operating Spine (Upgraded for Repo-Reorg Session)"
"CoArena","docs\advice_bombs\batch_20251014_124554\o_CoSuite_Insights_EpochsRegimes_20251014_232531\insights_ages_falsifiers_20251014_232531\pragmatics.md","2","title: ""Political–Economic Regimes & Falsifiers — Insights Pair"""
"CoArena","docs\advice_bombs\batch_20251014_124554\o_CoSuite_Insights_EpochsRegimes_20251014_232531\insights_ages_falsifiers_20251014_232531\README.md","1","# Political–Economic Regimes & Falsifiers — Insights Pair"
"CoArena","docs\advice_bombs\batch_20251014_124554\o_CoSuite_Insights_EpochsRegimes_20251014_232531\insights_ages_falsifiers_20251014_232531\theory.md","3","title: ""Political–Economic Regimes & Falsifiers — Insights Pair"""
"CoArena","docs\advice_bombs\batch_20251014_124554\Actionables.md","18","- [docs\advice_bombs\batch_20251014_124554\.23_Spanky_CoAgent_20251008_225757\Spanky_CoAgent_20251008_225757\notes\GLOSSARY.md L4]: - **DAC**: Dynamic Affordance Control — action-level permissions, revocable mid-run."
"CoArena","docs\advice_bombs\batch_20251014_124554\INDEX.md","210","- [.k_Spanky_CoChallenge_2025-10-14_220233.zip](../../docs/advice_bombs/batch_20251014_124554/.k_Spanky_CoChallenge_2025-10-14_220233.zip) — 5.04 KB — 2025-10-14_220233"
"CoArena","docs\advicebombs\INTENT.md","1","## 2025-10-10 15:10:23 — Seed Phase Intent"
"CoArena","docs\advicebombs\seed-status.md","1","# Seed Handover Log — 2025-10-10 15:06:54"
"CoArena","docs\atlas\INTAKE.md","1","# CoIntake — Tolerant Intake (v0)"
"CoArena","docs\bpoe\ASSET_XREF_SPEC.md","1","# Asset Cross-Reference — Spec (v0.1)"
"CoArena","docs\bpoe\BPOE_CHANGELOG.md","2","_Auto-seeded 20251028_233414Z — capture workflow learnings and guards as they land._"
"CoArena","docs\bpoe\BPOE_LOG.md","1","## 20251026_211631 UTC — from docs\intent\advice\notes\20251025\CoSync_20251026_032506.md"
"CoArena","docs\bpoe\CONTRIBUTING_PREFS.md","11","- [x] PRs required on main — All changes land via PRs; direct pushes blocked."
"CoArena","docs\bpoe\FAST_SEED_BPOE.md","1","# FAST-SEED BPOE — 2025-10-10 15:49:03"
"CoArena","docs\bpoe\Migration_Log.md","3","- 2025-08-24T00:27:23 — Baseline guardrails added."
"CoArena","docs\bpoe\PS7_SESSION_MINIMUMS.md","1","# PS7 Session Minimums — 2025-10-10 15:49:03"
"CoArena","docs\bpoe\SEED_WISDOM.md","1","## 2025-10-10 15:10:23 — BPOE Wisdom (Seed)"
"CoArena","docs\bpoe\SESSION_PLAN_GrandMigration.md","1","# Grand Migration — Session Plan & Checklist"
"CoArena","docs\bpoe\TRUST_POLICY.md","3","- **allow.txt** — domains considered OK (no flag)"
"CoArena","docs\CoSuite\CoCivium\insights\epochs-regimes\20251014_232531\pragmatics.md","2","title: ""Political–Economic Regimes & Falsifiers — Insights Pair"""
"CoArena","docs\CoSuite\CoCivium\insights\epochs-regimes\20251014_232531\README.md","1","# Political–Economic Regimes & Falsifiers — Insights Pair"
"CoArena","docs\CoSuite\CoCivium\insights\epochs-regimes\20251014_232531\theory.md","3","title: ""Political–Economic Regimes & Falsifiers — Insights Pair"""
"CoArena","docs\CoTips\index.md","3","- [PS7 stall: Enter → Ctrl+C → Restart](CoTip-PS7-001.md) — 2025-08-26 16:27:50-04:00"
"CoArena","docs\CoWrapSpec\docs\CoWrap_Spec.md","1","CoWraps capture *semantic intent, inference, conceptual seeds, and impact patterns* from an AI-human session — not instructions, not transcripts, but thought fossils. They allow continuity, wisdom extraction, and multi-agent coevolution even if the original session is lost or the agent changes."
"CoArena","docs\deploy\Cloudflare.md","2","> Token scopes: **Cloudflare Pages — Edit**, or a full ""Edit Cloudflare Workers & Pages"" token."
"CoArena","docs\diagrams\HUB_GRAPHICS_INVENTORY.md","1","# CoSuite Graphics Inventory — Hub Index"
"CoArena","docs\docs\citations\README.md","9","# Citations (live) — CoArena"
"CoArena","docs\docs\launch\announcements.md","1","Show HN: CoArena — AI vs AI prompt duels with receipts. Early scaffold; method & citations in-app."
"CoArena","docs\docs\methodology\Method.Addendum.md","1","# CoArena Methodology — Addendum v0.1"
"CoArena","docs\docs\verifier\README.md","1","# CoArena Receipt Verifier (CLI — draft)"
"CoArena","docs\enterprise\CoAgent.md","4","- **Portability you can prove** — dual-run across vendors; compare receipts."
"CoArena","docs\governance\CoPrime.md","5","# CoPrime — Session Coordination Role (GIBindex term)"
"CoArena","docs\HANDOFFS\HANDOFF_2025-10-17T234302.md","6","# CoAgent Handoff — 2025-10-17T234302"
"CoArena","docs\HANDOFFS\HANDOFF_20251016_2017.md","3","# CoWrap Handoff — 20251016_2017 (UTC)"
"CoArena","docs\hp\HP_public.md","7","# CoSuite — Introduction (stub)"
"CoArena","docs\hp\megascroll_legacy.md","25","It is not a work of fiction — though it may dress in story, myth, or symbol to awaken circuitry dulled by formal prose."
"CoArena","docs\index\INTRO.md","1","# CoSuite — Introduction (stub)"
"CoArena","docs\index\README.md","2","- `ASSETS_INDEX.json` — machine-readable index (with `meta.canonical.violet_writer`)"
"CoArena","docs\index\ROADMAP.md","1","# CoSuite — Roadmap (Stub)"
"CoArena","docs\intent\advice\archive\2025-10-25T13-28-56_README.md","1","## CoEvo Looping — working rules"
"CoArena","docs\intent\advice\index\advice.index.md","12","- 2025-10-25T13-57-19 — C:\Users\Chris\Documents\GitHub\CoCache\docs\intent\advice\processed\2025-10-25T13-57-19_AdviceBomb_IngestAssessment_v3_20251025_175150.md"
"CoArena","docs\intent\advice\notes\20251025\CoSync_20251026_024421.md","1","# CoSync Checkpoint — 20251026_024421 UTC"
"CoArena","docs\intent\advice\notes\20251025\CoSync_20251026_031829.md","1","# CoSync — 20251026_031829 UTC"
"CoArena","docs\intent\advice\notes\20251025\CoSync_20251026_032506.md","1","# CoSync — 20251026_032506 UTC"
"CoArena","docs\intent\advice\notes\20251025\README.md","6","# AdviceBomb — Contributors & Digital Halos (v0.1)"
"CoArena","docs\intent\advice\notes\20251026\CoSync_20251026_144902.md","1","# CoSync — 20251026_144902 UTC"
"CoArena","docs\intent\advice\notes\20251026\SESSION_HANDOFF_20251026_170851.md","1","# Session Handoff — 20251026_170851 UTC"
"CoArena","docs\intent\advice\notes\20251028\CoSync_20251028_185330Z.md","1","- Core PR status: #129 — OPEN; Checks green? **YES**"
"CoArena","docs\intent\advice\notes\20251028\CoSync_20251028_191348Z.md","1","# CoSync Patch (megascroller+receipts) — 20251028_191348Z"
"CoArena","docs\intent\advice\notes\20251028\CoSync_20251028-224627Z.md","1","# CoSync note — Compass & Contributors"
"CoArena","docs\intent\advice\notes\20251029\CoPrime_Handoff_Compass_20251029-000836Z.md","1","# CoPrime Handoff — Compass & Contributor CoSync"
"CoArena","docs\intent\advice\notes\20251029\CoSync_20251029-182512Z.md","1","# CoSync — Outreach AdviceBomb inbox drop"
"CoArena","docs\intent\advice\notes\20251029\CoSync_OutreachCollateralSeed_20251029-192649Z.md","3","# CoSync — Outreach Collateral Seed (handoff to CoPrime)"
"CoArena","docs\intent\advice\notes\20251031\CoSync_20251031-061653Z.md","1","# CoSync — RepoZipper Mirror Receipts"
"CoArena","docs\intent\advice\notes\20251102\CoSync_20251102-160209Z.md","1","# CoSync — Edge-Control for AI on GitHub"
"CoArena","docs\intent\advice\notes\20251102\CoSync_20251102T213413Z.md","7","- CoSteward #57 — Do-Receipt violet echo + persistence"
"CoArena","docs\intent\advice\notes\20251102\CoSync_AdviceBomb_BloatMitigation_v2_20251102-175311Z.md","1","# CoSync — Bloat Mitigation v2"
"CoArena","docs\intent\advice\notes\20251102\CoSync_Handoff_EdgeControl_20251102.md","4","# CoSync — Handoff: Edge-Control + Inbox-Review AdviceBombs"
"CoArena","docs\intent\advice\notes\20251102\CoWrap_20251102-171645Z.md","1","# CoWrap — GitHub EdgeControl Beacon"
"CoArena","docs\intent\advice\notes\20251103\CoSync_20251103-061348Z.md","2","# CoSync — GIB rails rollout"
"CoArena","docs\intent\advice\notes\20251104\CoSync_20251104-205656Z.md","1","# CoSync — Index + Canon Receipts"
"CoArena","docs\intent\advice\notes\20251105\CoArena_Takeover_20251105_223947Z.md","1","# CoArena MVP — Takeover (20251105_223947Z)"
"CoArena","docs\intent\advice\notes\20251105\CoSync_20251105-061317Z.md","1","# CoSync — Orchestration Seed (20251105-061317Z)"
"CoArena","docs\intent\advice\notes\20251105\CoSync_20251105-212757Z.md","1","# CoSync — CoMega checkpoint (11/05/2025 16:27:57.ToUniversalTime().ToString('u') UTC)"
"CoArena","docs\intent\advice\notes\20251105\CoSync_20251105-215010Z.md","1","# CoSync — CoMega checkpoint (11/05/2025 16:50:10.ToUniversalTime().ToString('u') UTC)"
"CoArena","docs\intent\advice\notes\20251105\CoSync_Terminate_ThisSession_20251105_221151Z.md","1","# CoSync — Terminate: CoAgent CI unblock & Violet ingest (20251105_221151Z)"
"CoArena","docs\intent\advice\processed\2025-10-25T13-28-56_AI_BEACON_STRATEGY_v6.md","1","(This is the full content from canvas v6 — summarized in earlier sessions)"
"CoArena","docs\intent\advice\processed\2025-10-25T13-28-56_README.md","1","## CoEvo Looping — working rules"
"CoArena","docs\intent\advice\processed\2025-10-25T13-40-42_README.md","1","> **FOR AUTOMATED SESSIONS — REQUIRED**"
"CoArena","docs\intent\advice\processed\2025-10-25T14-22-26_README.md","1","> **FOR AUTOMATED SESSIONS — REQUIRED**"
"CoArena","docs\intent\sessions\SESSION_PLAN_20251105_005711Z.md","1","# CoPrime Session Plan — bootstrap"
"CoArena","docs\intent\COSYNC_GAPS.md","1","# CoSync Validation — Gaps"
"CoArena","docs\intent\INTENT_CHECKLIST.md","7","- [ ] (38) #126 — schemas + render-diff + org drift-scan wired ([P1])"
"CoArena","docs\intent\SESSION_PLAN_20251025_0150.md","2","# CoSuite Systematization & CoAgent Productization — Session Plan (Frozen Snapshot)"
"CoArena","docs\launch\PLAYBOOK.md","2","# CoArena — Soft Launch Playbook (Wave C)"
"CoArena","docs\plans\MASTER_PLAN.md","8","- **CoCache** — planning, intake, indices, BPOE, CI status (OE/Trust)."
"CoArena","docs\roundups\Roundup_20251017_110528.md","1","# Roundup Report — 20251017_110528 (UTC)"
"CoArena","docs\systemization\PLAN_coprime_governance.md","1","## Appendix — Handoff template (also written to `docs/intent/advice/notes/YYYYMMDD/SESSION_HANDOFF_<UTCSTAMP>.md`)"
"CoArena","docs\systemization\PLAN_cosuite_tooling.md","1","# CoSuite Tooling Systemization — Execution Plan (20251026_155449 UTC)"
"CoArena","docs\ux\CoPatience.md","1","# CoPatience — “second dots” patience row"
"CoArena","docs\wisdom\advicebombs\2025-09-15_advicebomb-thread-integration.md","2","# 💣 AdviceBomb — [2025-09-15] — Thread Integration and Repo Wisdom Flow"
"CoArena","docs\ADVICE.md","3","* **Desktop_Roundup_20251017_110528** — [card](advice-bombs/extracted/Desktop_Roundup_20251017_110528/README.md) • sha256: C4CC1B77B2F0…"
"CoArena","docs\bpoe-status.md","1","**Compromised?**: Y (AutoLimitBanner)  — 2025-09-18 19:23:05-04:00"
"CoArena","docs\BPOE.md","1","# BPOE — Best Possible Operational Experience"
"CoArena","docs\CONSOLE.md","1","- **Latest roundup:** # Roundup Report — 20251017_110528 (UTC)"
"CoArena","docs\DIAGRAM_BRIEFS.md","2","## Partner ecosystem — intro → deal"
"CoArena","docs\DIVERSION_LOG.md","6","* [2025-08-26 18:24:12-04:00] DIV-006 — Fix branch protection/required checks so asset-only PRs can merge (PR-labeler, yamllint)."
"CoArena","docs\METRICS_INDEX.md","68","- actionlint — .github/workflows/actionlint.yml"
"CoArena","docs\STALE_TRACKERS.md","1","- **git.sanity.inseed** — missing log (last: )"
"CoArena","docs\STATUS.md","1","# CoArena — STATUS"
"CoArena","README.md","3","- **FTW — Fix The World (the Game)**"
"CoAudit","advice-bombs\README.md","2","- CoAudit_AdviceBomb_20251019_185428_v3.zip — for CoAudit bootstrap/advice in this session."
"CoAudit","docs\intent\advice\notes\20251031\CoSync_20251031-045609Z.md","2","# CoSync — CoAudit → CoPrime (DeprecateWhenMined)"
"CoAudit","docs\intent\DeprecateWhenMined\60_DATA\indices\ADVICE_INDEX.md","1","- **EAU-0001** — Pin Actions & publish SBOM on release  _(status: draft)_"
"CoAudit","docs\intent\DeprecateWhenMined\00_CHARTER.md","1","# 00_CHARTER — Hands-Off by Design"
"CoAudit","docs\intent\DeprecateWhenMined\10_STRATEGY.md","1","# 10_STRATEGY — CoSuite Evolution System for Auditors"
"CoAudit","docs\intent\DeprecateWhenMined\20_COMPARATORS.md","1","# 20_COMPARATORS — What We Benchmark Against"
"CoAudit","docs\intent\DeprecateWhenMined\README.md","3","# DeprecateWhenMined — CoAudit Advisory Sandbox (Hands-Off)"
"CoAudit","README.md","4","- `reports/YYYY-MM-DD/metrics.discovery.json` — raw discovered signals"
"CoModules",".github\workflows\ai-ideacard-weekly.yml","2","commit-message: ""auto: weekly IdeaCard inflow — ${{ steps.pick.outputs.persona }}"""
"CoModules","admin\status\CoCivium-GRAND_MIGRATION.md","3","# Grand Migration — Status Board"
"CoModules","careerOS\README.md","5","# careerOS — Starter Assets (generic samples)"
"CoModules","cbpp\README.md","4","# CBPP — Civic Best Practices Pipeline"
"CoModules","CoCache\comm\nudge-elias.md","2","Subject: quick nudge — your careerOS starter is waiting (stable links inside)"
"CoModules","CoCache\CoWrap.md","2","# CoWrap — Running Summary"
"CoModules","CoCache\README.md","1","# CoCache — Master Switchboard"
"CoModules","CoCache\RESUME.md","2","# RESUME HERE — careerOS & lifeOS (safe handoff)"
"CoModules","CoTicker\docs\PLAN.md","1","# CoTicker — Product Plan (public)"
"CoModules","docs\_fragments\footer.md","1","**CoCivium** — *for fair systems, transparent power, and enduring democracy.*"
"CoModules","docs\best-practices\ai-ethics\ai_ethics_best_practices.md","1","# AI Ethics — Best Practices"
"CoModules","docs\best-practices\career\career_best_practices.md","1","# CareerOS — Best Practices (generic, evidence-based)"
"CoModules","docs\best-practices\life\life_best_practices.md","1","# LifeOS — Best Practices (generic, wellbeing)"
"CoModules","docs\cobots\README.md","10","# CoBots — Civic Archetype Personas"
"CoModules","docs\constitution\CoCivium-Constitution.md","1","> Preamble — *placeholder.*"
"CoModules","docs\constitution\scroll.html","2","<title>CoCivium Constitution — Scroll</title>"
"CoModules","docs\INDEX.md","2","- Vision & Principles — *coming together as one civics platform with many voices.*"
"CoModules","docs\STYLE.md","1","## Linking & references — Best Practice (BP)"
"CoModules","FTWTG\docs\ideas\FTWTG_IdeaCard.json","1","""title"":  ""Fix The World — The Game (FTW/FTWTG): Guardian Mode (Screen Nanny / Coach Mode)"","
"CoModules","FTWTG\docs\guardian-mode.md","1","# FTW — Guardian Mode (Screen Nanny / Coach Mode)"
"CoModules","FTWTG\README.md","1","# Fix The World — The Game (FTW)"
